Term;TermFragment;MainPage;TermType;TermFrequency;CValue;inHeader;TermComponents
КОПИРОВАНИЕ ЭЛЕМЕНТОВ;копирование элементов;33;CombTerm;1;1,58496250072116;False;КОПИРОВАНИЕ(1),  
ПОСЛЕДОВАТЕЛЬНОСТЬ ОПЕРАЦИЙ;последовательностью операций;35;CombTerm;2;1,58496250072116;False;ПОСЛЕДОВАТЕЛЬНОСТЬ(4),  ОПЕРАЦИЯ(4),  
ОПЕРАТОР ПРИСВАИВАНИЯ;оператор присваивания;35;CombTerm;2;3,16992500144231;False;ОПЕРАТОР(4),  ПРИСВАИВАНИЕ(4),  
СУПЕРПОЗИЦИЯ ФУНКЦИЙ;суперпозицией функций;35;CombTerm;2;3,16992500144231;False;СУПЕРПОЗИЦИЯ(4),  ФУНКЦИЯ(4),  
ПЕРЕДАЧА ДАННЫХ;Передача данных;35;CombTerm;1;1,58496250072116;False;ПЕРЕДАЧА(1),  
ТЕКСТ ЛИСП-ПРОГРАММЫ;тексте лисп-программы;35;CombTerm;1;1,58496250072116;False;ЛИСП-ПРОГРАММА(1),  
ФУНКЦИЯ СЛОЖЕНИЯ;функция сложения;36;CombTerm;2;1,58496250072116;False;ФУНКЦИЯ(4),  СЛОЖЕНИЕ(4),  
ФУНКЦИЯ ВЫЧИТАНИЯ;функция вычитания;36;CombTerm;1;1,58496250072116;False;ФУНКЦИЯ(1),  ВЫЧИТАНИЕ(1),  
ФУНКЦИЯ СРАВНЕНИЯ;функция сравнения;36;CombTerm;1;1,58496250072116;False;ФУНКЦИЯ(1),  СРАВНЕНИЕ(1),  
ФУНКЦИЯ УМНОЖЕНИЯ;функция умножения;36;CombTerm;1;1,58496250072116;False;ФУНКЦИЯ(1),  УМНОЖЕНИЕ(1),  
ФУНКЦИЯ ДЕЛЕНИЯ;функция деления;36;CombTerm;1;1,58496250072116;False;ФУНКЦИЯ(1),  ДЕЛЕНИЕ(1),  
СУММА ЧИСЕЛ;суммы чисел;37;CombTerm;2;3,16992500144231;False;СУММА(4),  
ПРОИЗВЕДЕНИЕ ЧИСЕЛ;произведения чисел;37;CombTerm;3;4,75488750216347;False;ПРОИЗВЕДЕНИЕ(9),  
ИСПОЛНЕНИЕ ПРОГРАММЫ;исполнения программы;37;CombTerm;2;3,16992500144231;False;ИСПОЛНЕНИЕ(4),  ПРОГРАММА(4),  
СОЗДАНИЕ ИНТЕРПРЕТАТОРА;создание интерпретатора;38;CombTerm;1;1,58496250072116;False;СОЗДАНИЕ(1),  ИНТЕРПРЕТАТОР(1),  
КОНФЛИКТ ИМЕН;конфликта имен;38;CombTerm;3;4,75488750216347;False;КОНФЛИКТ(9),  
СТРАТЕГИЯ СВЯЗЫВАНИЯ;стратегией связывания;38;CombTerm;2;1,58496250072116;False;СТРАТЕГИЯ(4),  
СВЯЗЬ АТОМА;связь атома;39;CombTerm;1;1,58496250072116;False;АТОМ(1),  
ПРОГРАММА КОНСТАНТ;программе констант;39;CombTerm;1;1,58496250072116;False;ПРОГРАММА(1),  
НАПИСАНИЕ ПРОГРАММ;написание программ;39;CombTerm;1;1,58496250072116;False;ПРОГРАММА(1),  
ПРОГРАММИРОВАНИЕ ФУНКЦИЙ;программировании функций;39;CombTerm;2;1,58496250072116;False;ПРОГРАММИРОВАНИЕ(4),  ФУНКЦИЯ(4),  
ПРОСТОЙ РЕКУРСИИ;простой рекурсии;39;CombTerm;2;3,16992500144231;False;ПРОСТОЙ(4),  РЕКУРСИЯ(4),  
ИЛЛЮСТРАЦИЯ ДИНАМИКИ;иллюстрации динамики;40;CombTerm;1;1,58496250072116;False;ИЛЛЮСТРАЦИЯ(1),  ДИНАМИКА(1),  
ГЛУБИНА РЕКУРСИИ;глубина рекурсии;40;CombTerm;3;4,75488750216347;False;РЕКУРСИЯ(9),  
ОБЪЕМ ПАМЯТИ;Объем памяти;40;CombTerm;3;3,16992500144231;False;ОБЪЕМ(9),  
ВЫПОЛНЕНИЕ ЦИКЛА;выполнения цикла;40;CombTerm;2;3,16992500144231;False;ЦИКЛ(4),  
ОРГАНИЗАЦИЯ СТЕКА;организацией стека;41;CombTerm;1;1,58496250072116;False;ОРГАНИЗАЦИЯ(1),  СТЕК(1),  
ВЫША ФУНКЦИИ;выше функции;41;CombTerm;1;1,58496250072116;False;ВЫША(1),  ФУНКЦИЯ(1),  
ПРОГРАММИРОВАНИЕ ЗАДАЧ;программировании задач;42;CombTerm;2;1,58496250072116;False;ПРОГРАММИРОВАНИЕ(4),  
ПРЯМАЯ РЕКУРСИИ;прямой рекурсии;42;CombTerm;3;4,75488750216347;False;ПРЯМАЯ(9),  РЕКУРСИЯ(9),  
УПРОЩЕНИЕ ПРОГРАММЫ;упрощения программы;43;CombTerm;2;3,16992500144231;False;УПРОЩЕНИЕ(4),  ПРОГРАММА(4),  
ЛИСПОВСКИЙ ФУНКЦИИ;лисповские функции;43;CombTerm;5;7,92481250360578;False;ФУНКЦИЯ(25),  
ФУНКЦИЯ ПЕРЕВОДА;функция перевода;43;CombTerm;2;3,16992500144231;False;ФУНКЦИЯ(4),  ПЕРЕВОД(4),  
РАСПОЗНАВАНИЕ КОНЪЮНКЦИИ;распознавание конъюнкции;43;CombTerm;1;1,58496250072116;False;РАСПОЗНАВАНИЕ(1),  КОНЪЮНКЦИЯ(1),  
ПЕРЕВОД КОНСТАНТЫ;перевод константы;43;CombTerm;2;3,16992500144231;False;ПЕРЕВОД(4),  
ОПЕРАЦИЯ КОНЪЮНКЦИИ;операцией конъюнкции;43;CombTerm;1;1,58496250072116;False;ОПЕРАЦИЯ(1),  КОНЪЮНКЦИЯ(1),  
ОПЕРАЦИЯ ДИЗЪЮНКЦИИ;операцией дизъюнкции;43;CombTerm;1;1,58496250072116;False;ОПЕРАЦИЯ(1),  ДИЗЪЮНКЦИЯ(1),  
УЧЕТ ДИНАМИКИ;учетом динамики;44;CombTerm;1;1,58496250072116;False;УЧЕТ(1),  ДИНАМИКА(1),  
ПОСТРОЕНИЕ ФУНКЦИЯ-ПРЕДИКАТА;построения функции-предиката;45;CombTerm;1;1,58496250072116;False;ПОСТРОЕНИЕ(1),  ФУНКЦИЯ-ПРЕДИКАТ(1),  
СТРУКТУРА ТЕЛА;структура тела;45;CombTerm;1;1,58496250072116;False;СТРУКТУРА(1),  ТЕЛО(1),  
ТЕХНИК ПЕРЕПИСЫВАНИЯ;технику переписывания;46;CombTerm;3;3,16992500144231;False;ТЕХНИК(9),  ПЕРЕПИСЫВАНИЕ(9),  
ПРОВЕРКА ПОДДЕРЕВ;проверку поддеревьев;46;CombTerm;1;1,58496250072116;False;ПРОВЕРКА(1),  ПОДДЕРЕВО(1),  
НЕПУСТОТА СПИСКА;непустота списка;47;CombTerm;1;1,58496250072116;False;НЕПУСТОТА(1),  СПИСОК(1),  
УЧЕТ СТРУКТУРЫ;учетом структуры;47;CombTerm;1;1,58496250072116;False;УЧЕТ(1),  СТРУКТУРА(1),  
СРАВНЕНИЕ АТОМОВ;сравнения атомов;47;CombTerm;1;1,58496250072116;False;СРАВНЕНИЕ(1),  АТОМ(1),  
ПОДСЧЕТ ЛИСТОВ;подсчет листьев;48;CombTerm;1;1,58496250072116;False;ЛИСТ(1),  
ЧИСЛО АТОМОВ;число атомов;48;CombTerm;2;1,58496250072116;False;АТОМ(4),  
СПИСОК ДЛИНЫ;списка длины;50;CombTerm;1;1,58496250072116;False;СПИСОК(1),  
СПИСОК ЧИСЕЛ;списку чисел;50;CombTerm;11;17,4345875079327;False;СПИСОК(121),  
ПЕРЕСЧЕТ СУММЫ;пересчетом суммы;50;CombTerm;1;1,58496250072116;False;ПЕРЕСЧЕТ(1),  СУММА(1),  
ПЕРВОЕ АРГУМЕНТ-СПИСКА;первого аргумента-списка;51;CombTerm;1;1,58496250072116;False;АРГУМЕНТ-СПИСОК(1),  
РЕВЕРСИРУЕМОЕ СПИСКА;реверсируемого списка;51;CombTerm;2;1,58496250072116;False;РЕВЕРСИРУЕМОЕ(4),  РЕВЕРСИРУЕМОГО(1),  СПИСОК(4),  
РЕВЕРСИРУЕМОГО СПИСКА;реверсируемого списка;51;CombTerm;1;1,58496250072116;False;
РЕВЕРСИРОВАНИЕ СПИСКА;реверсирования списка;52;CombTerm;1;1,58496250072116;False;РЕВЕРСИРОВАНИЕ(1),  СПИСОК(1),  
ПОСТРОЕНИЕ ФУНКЦИИ;построения функции;52;CombTerm;1;1,58496250072116;False;ПОСТРОЕНИЕ(1),  ФУНКЦИЯ(1),  
СПИСОК АТОМОВ;список атомов;54;CombTerm;12;19,0195500086539;False;СПИСОК(144),  АТОМ(144),  
ПОРЯДОК АТОМОВ;порядка атомов;56;CombTerm;1;1,58496250072116;False;АТОМ(1),  
ДОБАВЛЕНИЕ АТОМА;добавление атома;57;CombTerm;1;1,58496250072116;False;ДОБАВЛЕНИЕ(1),  АТОМ(1),  
ПРОГРАММИРОВАНИЕ РЕКУРСИИ;программирование рекурсии;57;CombTerm;1;1,58496250072116;True;ПРОГРАММИРОВАНИЕ(1),  РЕКУРСИЯ(1),  
СПИСОК ГЛУБИНЫ;список глубины;58;CombTerm;1;1,58496250072116;False;СПИСОК(1),  
АТОМ СПИСКА;атом списка;58;CombTerm;1;1,58496250072116;False;АТОМ(1),  СПИСОК(1),  
ВХОЖДЕНИЕ ЗНАЧЕНИЯ;вхождение значения;58;CombTerm;2;3,16992500144231;False;ВХОЖДЕНИЕ(4),  
ПАР ЭЛЕМЕНТОВ;пар элементов;58;CombTerm;1;1,58496250072116;False;ПАР(1),  
АРГУМЕНТ-СПИСОК АТОМОВ;аргумент-список атомов;58;CombTerm;1;1,58496250072116;False;АРГУМЕНТ-СПИСОК(1),  АТОМ(1),  
ЗАПИСЬ ПРОИЗВЕДЕНИЯ;записью произведения;59;CombTerm;1;1,58496250072116;False;ПРОИЗВЕДЕНИЕ(1),  
РАЗНОСТЬ МНОЖЕСТВ;разность множеств;59;CombTerm;1;1,58496250072116;False;РАЗНОСТЬ(1),  МНОЖЕСТВО(1),  
ВХОЖДЕНИЕ АТОМА;вхождения атома;59;CombTerm;1;1,58496250072116;False;ВХОЖДЕНИЕ(1),  АТОМ(1),  
СПИСОК ПАР;список пар;60;CombTerm;1;1,58496250072116;False;СПИСОК(1),  
ПОНЯТИЕ ФУНКЦИОНАЛА;Понятие функционала;60;CombTerm;1;1,58496250072116;True;ФУНКЦИОНАЛ(1),  
ПРЕДЕЛ ИНТЕГРИРОВАНИЯ;пределы интегрирования;60;CombTerm;1;1,58496250072116;False;ПРЕДЕЛ(1),  ИНТЕГРИРОВАНИЕ(1),  
ЧИСЛО СПИСКА;чисел списка;60;CombTerm;1;1,58496250072116;False;СПИСОК(1),  
ПОЛУЧЕНИЕ ФУНКЦИИ;получения функции;61;CombTerm;1;1,58496250072116;False;ПОЛУЧЕНИЕ(1),  ФУНКЦИЯ(1),  
ЗАПИСЬ ФУНКЦИИ;записи функции;61;CombTerm;1;1,58496250072116;False;ФУНКЦИЯ(1),  
ПРИЧИНА ОШИБКИ;Причина ошибки;61;CombTerm;2;3,16992500144231;False;ПРИЧИНА(4),  
СЧЕТ ПЕРВОГО;счет первого;62;CombTerm;1;1,58496250072116;False;СЧЕТ(1),  
СЧЕТ ВТОРОГО;счет второго;62;CombTerm;1;1,58496250072116;False;СЧЕТ(1),  
ТЕЛО ФУНКЦИОНАЛА;теле функционала;62;CombTerm;1;1,58496250072116;False;ТЕЛО(1),  ФУНКЦИОНАЛ(1),  
ФУНКЦИЯ КВОТИРОВАНИЯ;функция квотирования;64;CombTerm;3;4,75488750216347;False;ФУНКЦИЯ(9),  КВОТИРОВАНИЕ(9),  
ОТОБРАЖЕНИЕ СПИСОК-АРГУМЕНТА;отображение списка-аргумента;64;CombTerm;1;1,58496250072116;False;ОТОБРАЖЕНИЕ(1),  СПИСОК-АРГУМЕНТ(1),  
СЧЕТ ПРИМЕНЕНИЯ;счет применения;64;CombTerm;1;1,58496250072116;False;СЧЕТ(1),  
ИМЯ ФУНКЦИОНАЛА;имя функционала;64;CombTerm;1;1,58496250072116;False;ФУНКЦИОНАЛ(1),  
ОСНОВА ФУНКЦИОНАЛА;основе функционала;64;CombTerm;3;4,75488750216347;False;ФУНКЦИОНАЛ(9),  
ВЫЗОВ ФУНКЦИОНАЛОВ;Вызов функционалов;65;CombTerm;3;4,75488750216347;False;ФУНКЦИОНАЛ(9),  
ЗНАЧЕНИЕ ФУНКЦИОНАЛОВ;значением функционалов;65;CombTerm;2;3,16992500144231;False;ФУНКЦИОНАЛ(4),  
ВЫЧИСЛЯЕМОСТЬ ПАРАМЕТРОВ;Вычисляемость параметров;67;CombTerm;1;1,58496250072116;False;ВЫЧИСЛЯЕМОСТЬ(1),  
КОЛЛИЗИЯ ИМЕН;коллизия имен;67;CombTerm;2;1,58496250072116;False;КОЛЛИЗИЯ(4),  
ОСОБЕННОСТЬ ДИАЛЕКТА;Особенностью диалекта;69;CombTerm;1;1,58496250072116;False;ДИАЛЕКТ(1),  
ПРИМЕНЕНИЕ ФУНКЦИОНАЛОВ;Применение  функционалов;70;CombTerm;2;3,16992500144231;True;ФУНКЦИОНАЛ(4),  
РАЗЛИЧИЕ РЕШЕНИЙ;различие решений;70;CombTerm;1;1,58496250072116;False;РЕШЕНЬЕ(1),  
ЗАВЕРШЕНИЕ РЕКУРСИИ;завершения рекурсии;70;CombTerm;2;1,58496250072116;False;ЗАВЕРШЕНИЕ(4),  РЕКУРСИЯ(4),  
ЗАДАЧА СЛИЯНИЯ;задаче слияния;71;CombTerm;1;1,58496250072116;False;СЛИЯНИЕ(1),  
УСЛОВИЕ ВСТАВКИ;условие вставки;71;CombTerm;1;1,58496250072116;False;УСЛОВИЕ(1),  ВСТАВКА(1),  
МЕСТО ВСТАВКИ;место вставки;71;CombTerm;1;1,58496250072116;False;МЕСТО(1),  ВСТАВКА(1),  
СОХРАНЕНИЕ УПОРЯДОЧЕННОСТИ;сохранением упорядоченности;71;CombTerm;1;1,58496250072116;False;СОХРАНЕНИЕ(1),  УПОРЯДОЧЕННОСТЬ(1),  
ПОИСК МАКСИМУМА;поиск максимума;71;CombTerm;2;3,16992500144231;False;ПОИСК(4),  МАКСИМУМ(4),  
БАЗ ФУНКЦИИ;базе функции;71;CombTerm;1;1,58496250072116;False;БАЗА(1),  ФУНКЦИЯ(1),  
БАЗА ФУНКЦИИ;базе функции;71;CombTerm;1;1,58496250072116;False;
ПЕРВОЕ ОПЕРАНДА;первого операнда;72;CombTerm;1;1,58496250072116;False;ОПЕРАНД(1),  
НАПРАВЛЕНИЕ СВЕРТКИ;направления свертки;72;CombTerm;1;1,58496250072116;False;НАПРАВЛЕНИЕ(1),  СВЕРТКА(1),  
ЗАДАЧА ПОСТРОЕНИЯ;задачи построения;72;CombTerm;2;3,16992500144231;False;ПОСТРОЕНИЕ(4),  
СЛИЯНИЕ СПИСКОВ;слиянии списков;74;CombTerm;1;1,58496250072116;False;СЛИЯНИЕ(1),  СПИСОК(1),  
ФУНКЦИЯ ФОРМИРОВАНИЯ;функцию формирования;75;CombTerm;1;1,58496250072116;False;ФУНКЦИЯ(1),  ФОРМИРОВАНИЕ(1),  
ПРОИЗВЕДЕНИЕ МНОЖЕСТВ;произведения множеств;75;CombTerm;1;1,58496250072116;False;ПРОИЗВЕДЕНИЕ(1),  МНОЖЕСТВО(1),  
СПИСОК СПИСОК-ПОДМНОЖЕСТВ;списком списков-подмножеств;75;CombTerm;1;1,58496250072116;False;СПИСОК(1),  СПИСОК-ПОДМНОЖЕСТВО(1),  
АРГУМЕНТ ФУНКЦИОНАЛА;аргумент функционала;75;CombTerm;3;1,58496250072116;False;ФУНКЦИОНАЛ(9),  
ПРОГРАММИРОВАНИЕ ФУНКЦИОНАЛОВ;программировании функционалов;75;CombTerm;1;1,58496250072116;False;ПРОГРАММИРОВАНИЕ(1),  ФУНКЦИОНАЛ(1),  
КВОТИРОВАНИЕ ЛЯМБДА-ВЫРАЖЕНИЯ;квотирования лямбда-выражения;76;CombTerm;1;1,58496250072116;False;КВОТИРОВАНИЕ(1),  ЛЯМБДА-ВЫРАЖЕНИЕ(1),  
РАЗДЕЛ СРЕДСТВА;разделе средства;78;CombTerm;1;1,58496250072116;False;РАЗДЕЛ(1),  
ОТСУТСТВИЕ СВОЙСТВА;отсутствие свойства;79;CombTerm;1;1,58496250072116;False;ОТСУТСТВИЕ(1),  
УДАЛЕНИЕ СВОЙСТВА;удаления свойства;79;CombTerm;2;1,58496250072116;False;УДАЛЕНИЕ(4),  
ФУНКЦИЯ СИНУСА;Функции синуса;80;CombTerm;1;1,58496250072116;False;ФУНКЦИЯ(1),  СИНУС(1),  
ПАСКАЛЕВСКАЯ ФУНКЦИИ;паскалевской функции;82;CombTerm;3;4,75488750216347;False;ПАСКАЛЕВСКАЯ(9),  ФУНКЦИЯ(9),  
СПИСОК-ЗНАЧЕНИЕ СВОЙСТВА;список-значение свойства;82;CombTerm;1;1,58496250072116;False;СПИСОК-ЗНАЧЕНИЕ(1),  
ДАННА ФУНКЦИИ;данной функции;82;CombTerm;2;3,16992500144231;False;ДАННА(4),  ФУНКЦИЯ(4),  
ФУНКЦИЯ ВВОДА;Функции ввода;82;CombTerm;5;6,33985000288463;True;ФУНКЦИЯ(25),  
ВВОД АТОМА;вводе атома;82;CombTerm;7;11,0947375050481;False;АТОМ(49),  
ВВОД СПИСКА;вводе списка;82;CombTerm;1;1,58496250072116;False;СПИСОК(1),  
ПОСЛЕДОВАТЕЛЬНОСТЬ СИМВОЛОВ;последовательность символов;83;CombTerm;1;1,58496250072116;False;ПОСЛЕДОВАТЕЛЬНОСТЬ(1),  СИМВОЛ(1),  
СИМВОЛ ИМЕНИ;символом имени;83;CombTerm;1;1,58496250072116;False;СИМВОЛ(1),  
ЗАПИСЬ АТОМА;записи атома;83;CombTerm;1;1,58496250072116;False;АТОМ(1),  
ИСКЛЮЧЕНИЕ АТОМОВ;исключением атомов;83;CombTerm;1;1,58496250072116;False;ИСКЛЮЧЕНИЕ(1),  АТОМ(1),  
СЧИТЫВАНИЕ АТОМОВ;считывание атомов;84;CombTerm;1;1,58496250072116;False;СЧИТЫВАНИЕ(1),  АТОМ(1),  
ВВОД СИМВОЛА;вводе символа;84;CombTerm;7;11,0947375050481;False;СИМВОЛ(49),  
СПОСОБ ВВОДА;способы ввода;84;CombTerm;1;1,58496250072116;False;СПОСОБ(1),  
СПИСОК СИМВОЛОВ;список символов;85;CombTerm;2;3,16992500144231;False;СПИСОК(4),  СИМВОЛ(4),  
ПРЕОБРАЗОВАНИЕ СТРОКИ;преобразования строки;85;CombTerm;1;1,58496250072116;False;СТРОКА(1),  
СПИСОК СИМВОЛ-КОНСТАНТ;список символов-констант;85;CombTerm;1;1,58496250072116;False;СПИСОК(1),  СИМВОЛ-КОНСТАНТА(1),  
ПУТЬ КОНКАТЕНАЦИИ;путем конкатенации;85;CombTerm;1;1,58496250072116;False;КОНКАТЕНАЦИЯ(1),  
ЗАПИСЬ СИМВОЛОВ;запись символов;85;CombTerm;1;1,58496250072116;False;СИМВОЛ(1),  
ПЕРЕВОД СТРОКИ;переводом строки;86;CombTerm;5;7,92481250360578;False;ПЕРЕВОД(25),  СТРОКА(25),  
ПОЗИЦИЯ СТРОКИ;позиции строки;86;CombTerm;2;3,16992500144231;False;ПОЗИЦИЯ(4),  СТРОКА(4),  
СИМВОЛ ПРОБЕЛА;символ пробела;86;CombTerm;1;1,58496250072116;False;СИМВОЛ(1),  ПРОБЕЛ(1),  
ЗАГРУЗКА ОПРЕДЕЛЕНИЙ;загрузки определений;87;CombTerm;1;1,58496250072116;False;ЗАГРУЗКА(1),  ОПРЕДЕЛЕНЬЕ(1),  
ВЕТВЬ ВЫРАЖЕНИЯ;ветвей выражения;87;CombTerm;1;1,58496250072116;False;ВЕТВЬ(1),  
ТЕЛО ЛЯМБДА-ВЫРАЖЕНИЯ;теле лямбда-выражения;88;CombTerm;1;1,58496250072116;False;ТЕЛО(1),  ЛЯМБДА-ВЫРАЖЕНИЕ(1),  
ОБРАЗ ФУНКЦИИ;образом функции;90;CombTerm;1;1,58496250072116;False;ОБРАЗ(1),  ФУНКЦИЯ(1),  
НЕВЫЧИСЛЯЕМЫХ АРГУМЕНТОВ;невычисляемых аргументов;91;CombTerm;1;1,58496250072116;False;НЕВЫЧИСЛЯЕМЫХ(1),  
СПИСОК АРГУМЕНТОВ;список аргументов;92;CombTerm;2;3,16992500144231;False;СПИСОК(4),  
ОПИСАНИЕ ФУНКЦИИ;описания функции;93;CombTerm;1;1,58496250072116;False;ОПИСАНИЕ(1),  ФУНКЦИЯ(1),  
СПИСОК ПАРАМЕТРОВ;списке параметров;93;CombTerm;1;1,58496250072116;False;СПИСОК(1),  
МЕХАНИЗМ МАКРОСОВ;механизм макросов;94;CombTerm;1;1,58496250072116;False;МЕХАНИЗМ(1),  МАКРОС(1),  
ПОЛЬЗОВАТЕЛЬ МАКРОСОВ;пользователем макросов;94;CombTerm;1;1,58496250072116;False;МАКРОС(1),  
ЗАГРУЗКА ФАЙЛА;загрузки файла;94;CombTerm;3;3,16992500144231;False;ЗАГРУЗКА(9),  ФАЙЛ(9),  
ИМЯ МАКРОСА;имя макроса;94;CombTerm;1;1,58496250072116;False;МАКРОС(1),  
ТЕЛО МАКРОСА;теле макроса;94;CombTerm;4;6,33985000288463;False;ТЕЛО(16),  МАКРОС(16),  
ЗНАЧЕНИЕ МАКРОВЫЗОВА;значением макровызова;94;CombTerm;1;1,58496250072116;False;МАКРОВЫЗОВ(1),  
КОНТЕКСТ МАКРОВЫЗОВА;контекста макровызова;95;CombTerm;1;1,58496250072116;False;МАКРОВЫЗОВ(1),  
РАЗЛИЧИЕ МАКРОСОВ;различие макросов;95;CombTerm;1;1,58496250072116;False;МАКРОС(1),  
ИСКЛЮЧЕНИЕ ПЕРВОГО;исключением первого;98;CombTerm;1;1,58496250072116;False;ИСКЛЮЧЕНИЕ(1),  
ВЕТВЬ МАКРОФУНКЦИИ;ветвь макрофункции;98;CombTerm;1;1,58496250072116;False;ВЕТВЬ(1),  МАКРОФУНКЦИЯ(1),  
ФУНКЦИЯ ПРИСВАИВАНИЯ;функций присваивания;99;CombTerm;2;3,16992500144231;False;ФУНКЦИЯ(4),  ПРИСВАИВАНИЕ(4),  
ТЕЛО ЦИКЛА;тело цикла;99;CombTerm;3;3,16992500144231;False;ТЕЛО(9),  ЦИКЛ(9),  
ПРОГРАММИРОВАНИЕ ЦИКЛОВ;программирования циклов;100;CombTerm;2;3,16992500144231;False;ПРОГРАММИРОВАНИЕ(4),  ЦИКЛ(4),  
ПЕРЕДАЧА УПРАВЛЕНИЯ;передачи управления;101;CombTerm;1;1,58496250072116;False;ПЕРЕДАЧА(1),  УПРАВЛЕНИЕ(1),  
МЕТКА ПЕРЕХОДА;метка перехода;2;CombTerm;1;1,58496250072116;False;ПЕРЕХОД(1),  
